,index,studyName,eventNum,cast,bottle,datetime,stationID,gridLine,gridStation,lat,lon,percentIrradiance,depth,PO4,SiO4,NO2,NO3,NH4,Nitrite,notes,year,month,second
6050,13731,LMG08-01,433.0,41.0,20.0,2008-01-18 17:32:00,300.200,298.769,198.564,-65.85014,-71.3783,25.0,13.7,1.6,43.8,0.3,17.2,,17.5,,2008,1,0
6051,13732,LMG08-01,433.0,41.0,22.0,2008-01-18 17:32:00,300.200,298.769,198.564,-65.85014,-71.3783,50.0,4.7,1.7,44.1,0.3,18.0,,18.3,,2008,1,0
6052,13733,LMG08-01,433.0,41.0,24.0,2008-01-18 17:32:00,300.200,298.769,198.564,-65.85014,-71.3783,100.0,3.1,1.6,44.0,0.2,17.2,,17.4,,2008,1,0
6053,13734,LMG08-01,449.0,42.0,2.0,2008-01-19 09:30:00,300.180,300.052,179.979,-65.98225,-71.0822,,2952.1,2.2,110.0,0.1,22.9,,23.0,,2008,1,0
6054,13735,LMG08-01,449.0,42.0,4.0,2008-01-19 09:30:00,300.180,300.052,179.979,-65.98225,-71.0822,,1969.3,2.2,106.0,0.1,22.2,,22.3,,2008,1,0
6055,13736,LMG08-01,449.0,42.0,6.0,2008-01-19 09:30:00,300.180,300.052,179.979,-65.98225,-71.0822,,988.3,2.1,99.1,0.1,21.7,,21.8,,2008,1,0
6056,13737,LMG08-01,449.0,42.0,8.0,2008-01-19 09:30:00,300.180,300.052,179.979,-65.98225,-71.0822,,495.5,2.1,87.6,0.1,21.8,,21.9,,2008,1,0
6057,13738,LMG08-01,449.0,42.0,10.0,2008-01-19 09:30:00,300.180,300.052,179.979,-65.98225,-71.0822,,171.3,2.3,78.7,0.1,23.8,,23.9,,2008,1,0
6058,13739,LMG08-01,449.0,42.0,12.0,2008-01-19 09:30:00,300.180,300.052,179.979,-65.98225,-71.0822,0.5,76.6,1.8,40.6,0.3,25.3,,25.5,,2008,1,0
6059,13740,LMG08-01,449.0,42.0,14.0,2008-01-19 09:30:00,300.180,300.052,179.979,-65.98225,-71.0822,1.0,62.7,2.1,43.0,0.2,23.8,,24.1,,2008,1,0
6060,13741,LMG08-01,449.0,42.0,16.0,2008-01-19 09:30:00,300.180,300.052,179.979,-65.98225,-71.0822,5.0,43.0,1.6,36.3,0.2,22.8,,23.0,,2008,1,0
6061,13742,LMG08-01,449.0,42.0,18.0,2008-01-19 09:30:00,300.180,300.052,179.979,-65.98225,-71.0822,10.0,29.3,1.6,37.3,0.2,22.9,,23.1,,2008,1,0
6062,13743,LMG08-01,449.0,42.0,20.0,2008-01-19 09:30:00,300.180,300.052,179.979,-65.98225,-71.0822,25.0,14.6,1.5,37.0,0.2,22.9,,23.1,,2008,1,0
6063,13744,LMG08-01,449.0,42.0,22.0,2008-01-19 09:30:00,300.180,300.052,179.979,-65.98225,-71.0822,50.0,5.5,1.6,37.0,0.2,22.9,,23.1,,2008,1,0
6064,13745,LMG08-01,449.0,42.0,24.0,2008-01-19 09:30:00,300.180,300.052,179.979,-65.98225,-71.0822,100.0,3.2,1.6,36.9,0.3,22.9,,23.2,,2008,1,0
6065,13746,LMG08-01,455.0,43.0,2.0,2008-01-19 13:43:00,300.160,299.45,160.472,-66.11381999999999,-70.78303000000001,,479.0,2.2,98.6,0.1,30.1,,30.3,,2008,1,0
6066,13747,LMG08-01,455.0,43.0,4.0,2008-01-19 13:43:00,300.160,299.45,160.472,-66.11381999999999,-70.78303000000001,,296.5,2.2,93.8,0.1,31.1,,31.2,,2008,1,0
6067,13748,LMG08-01,455.0,43.0,6.0,2008-01-19 13:43:00,300.160,299.45,160.472,-66.11381999999999,-70.78303000000001,,198.0,2.3,91.2,0.1,31.9,,32.0,,2008,1,0
6068,13749,LMG08-01,455.0,43.0,8.0,2008-01-19 13:43:00,300.160,299.45,160.472,-66.11381999999999,-70.78303000000001,,90.0,1.9,65.8,0.3,26.5,,26.8,,2008,1,0
6069,13750,LMG08-01,455.0,43.0,10.0,2008-01-19 13:43:00,300.160,299.45,160.472,-66.11381999999999,-70.78303000000001,0.5,60.6,1.8,61.1,0.2,24.2,,24.4,,2008,1,0
6070,13751,LMG08-01,455.0,43.0,12.0,2008-01-19 13:43:00,300.160,299.45,160.472,-66.11381999999999,-70.78303000000001,1.0,49.6,1.7,56.3,0.2,23.8,,24.0,,2008,1,0
6071,13752,LMG08-01,455.0,43.0,14.0,2008-01-19 13:43:00,300.160,299.45,160.472,-66.11381999999999,-70.78303000000001,,39.3,1.7,58.7,0.2,23.6,,23.7,,2008,1,0
6072,13753,LMG08-01,455.0,43.0,16.0,2008-01-19 13:43:00,300.160,299.45,160.472,-66.11381999999999,-70.78303000000001,5.0,28.8,1.6,61.2,0.2,22.8,,22.9,,2008,1,0
6073,13754,LMG08-01,455.0,43.0,18.0,2008-01-19 13:43:00,300.160,299.45,160.472,-66.11381999999999,-70.78303000000001,10.0,19.3,1.6,59.5,0.3,22.0,,22.2,,2008,1,0
6074,13755,LMG08-01,455.0,43.0,20.0,2008-01-19 13:43:00,300.160,299.45,160.472,-66.11381999999999,-70.78303000000001,25.0,8.9,1.5,58.0,0.2,21.7,,21.9,,2008,1,0
6075,13756,LMG08-01,455.0,43.0,22.0,2008-01-19 13:43:00,300.160,299.45,160.472,-66.11381999999999,-70.78303000000001,50.0,4.4,1.5,58.2,0.3,21.8,,22.1,,2008,1,0
6076,13757,LMG08-01,455.0,43.0,24.0,2008-01-19 13:43:00,300.160,299.45,160.472,-66.11381999999999,-70.78303000000001,100.0,1.9,1.5,57.4,0.2,21.6,,21.8,,2008,1,0
6077,13758,LMG08-01,463.0,44.0,2.0,2008-01-19 18:02:00,300.140,300.005,139.959,-66.24483000000001,-70.48074,,495.6,2.1,97.5,0.1,29.7,,29.8,,2008,1,0
6078,13759,LMG08-01,463.0,44.0,4.0,2008-01-19 18:02:00,300.140,300.005,139.959,-66.24483000000001,-70.48074,,351.0,2.2,93.7,0.0,30.0,,30.0,,2008,1,0
6079,13760,LMG08-01,463.0,44.0,6.0,2008-01-19 18:02:00,300.140,300.005,139.959,-66.24483000000001,-70.48074,,220.5,2.3,94.5,0.1,31.4,,31.5,,2008,1,0
6080,13761,LMG08-01,463.0,44.0,8.0,2008-01-19 18:02:00,300.140,300.005,139.959,-66.24483000000001,-70.48074,,150.3,2.3,91.4,0.1,31.3,,31.5,,2008,1,0
6081,13762,LMG08-01,463.0,44.0,10.0,2008-01-19 18:02:00,300.140,300.005,139.959,-66.24483000000001,-70.48074,,99.9,2.1,79.9,0.2,29.0,,29.2,,2008,1,0
6082,13763,LMG08-01,463.0,44.0,12.0,2008-01-19 18:02:00,300.140,300.005,139.959,-66.24483000000001,-70.48074,0.5,64.9,1.9,69.3,0.3,26.4,,26.7,,2008,1,0
6083,13764,LMG08-01,463.0,44.0,14.0,2008-01-19 18:02:00,300.140,300.005,139.959,-66.24483000000001,-70.48074,1.0,52.4,1.7,68.2,0.3,23.2,,23.5,,2008,1,0
6084,13765,LMG08-01,463.0,44.0,16.0,2008-01-19 18:02:00,300.140,300.005,139.959,-66.24483000000001,-70.48074,5.0,27.9,1.6,65.9,0.2,21.7,,21.9,,2008,1,0
6085,13766,LMG08-01,463.0,44.0,18.0,2008-01-19 18:02:00,300.140,300.005,139.959,-66.24483000000001,-70.48074,10.0,19.5,1.5,63.1,0.2,21.3,,21.5,,2008,1,0
6086,13767,LMG08-01,463.0,44.0,20.0,2008-01-19 18:02:00,300.140,300.005,139.959,-66.24483000000001,-70.48074,25.0,9.1,1.5,63.4,0.3,21.3,,21.6,,2008,1,0
6087,13768,LMG08-01,463.0,44.0,22.0,2008-01-19 18:02:00,300.140,300.005,139.959,-66.24483000000001,-70.48074,50.0,2.6,1.5,63.2,0.2,21.5,,21.7,,2008,1,0
6088,13769,LMG08-01,463.0,44.0,24.0,2008-01-19 18:02:00,300.140,300.005,139.959,-66.24483000000001,-70.48074,100.0,1.7,1.5,62.1,0.2,21.3,,21.5,,2008,1,0
6089,13770,LMG08-01,473.0,45.0,2.0,2008-01-19 22:39:00,300.120,300.264,119.935,-66.37528,-70.1753,,457.9,2.1,102.0,0.1,29.6,,29.6,,2008,1,0
6090,13771,LMG08-01,473.0,45.0,4.0,2008-01-19 22:39:00,300.120,300.264,119.935,-66.37528,-70.1753,,400.1,2.2,98.9,0.1,29.5,,29.5,,2008,1,0
6091,13772,LMG08-01,473.0,45.0,6.0,2008-01-19 22:39:00,300.120,300.264,119.935,-66.37528,-70.1753,,302.2,2.3,105.0,0.1,30.5,,30.7,,2008,1,0
6092,13773,LMG08-01,473.0,45.0,8.0,2008-01-19 22:39:00,300.120,300.264,119.935,-66.37528,-70.1753,,199.1,2.3,97.6,0.1,31.2,,31.3,,2008,1,0
6093,13774,LMG08-01,473.0,45.0,10.0,2008-01-19 22:39:00,300.120,300.264,119.935,-66.37528,-70.1753,,100.6,2.1,81.8,0.2,29.0,,29.2,,2008,1,0
6094,13775,LMG08-01,473.0,45.0,12.0,2008-01-19 22:39:00,300.120,300.264,119.935,-66.37528,-70.1753,0.5,69.0,1.9,69.4,0.4,26.8,,27.2,,2008,1,0
6095,13776,LMG08-01,473.0,45.0,14.0,2008-01-19 22:39:00,300.120,300.264,119.935,-66.37528,-70.1753,1.0,58.9,1.9,69.9,0.3,26.0,,26.4,,2008,1,0
6096,13777,LMG08-01,473.0,45.0,16.0,2008-01-19 22:39:00,300.120,300.264,119.935,-66.37528,-70.1753,5.0,28.2,1.6,62.4,0.2,21.5,,21.7,,2008,1,0
6097,13778,LMG08-01,473.0,45.0,18.0,2008-01-19 22:39:00,300.120,300.264,119.935,-66.37528,-70.1753,10.0,21.1,1.6,63.2,0.2,21.3,,21.5,,2008,1,0
6098,13779,LMG08-01,473.0,45.0,20.0,2008-01-19 22:39:00,300.120,300.264,119.935,-66.37528,-70.1753,25.0,10.1,1.5,61.9,0.2,16.9,,17.2,,2008,1,0
6099,13780,LMG08-01,473.0,45.0,22.0,2008-01-19 22:39:00,300.120,300.264,119.935,-66.37528,-70.1753,50.0,5.2,1.5,60.5,0.2,17.1,,17.3,,2008,1,0
6100,13781,LMG08-01,473.0,45.0,24.0,2008-01-19 22:39:00,300.120,300.264,119.935,-66.37528,-70.1753,100.0,1.2,1.5,63.0,0.2,16.9,,17.1,,2008,1,0
6101,13782,LMG08-01,486.0,46.0,2.0,2008-01-20 09:22:00,300.100,300.946,99.723,-66.50514,-69.86668,,466.9,2.2,102.0,0.2,23.8,,24.0,,2008,1,0
6102,13783,LMG08-01,486.0,46.0,4.0,2008-01-20 09:22:00,300.100,300.946,99.723,-66.50514,-69.86668,,247.1,2.3,94.5,0.1,24.3,,24.4,,2008,1,0
6103,13784,LMG08-01,486.0,46.0,6.0,2008-01-20 09:22:00,300.100,300.946,99.723,-66.50514,-69.86668,,149.1,2.3,92.3,0.2,25.0,,25.2,,2008,1,0
6104,13785,LMG08-01,486.0,46.0,8.0,2008-01-20 09:22:00,300.100,300.946,99.723,-66.50514,-69.86668,,79.1,2.0,73.1,0.3,21.2,,21.5,,2008,1,0
6105,13786,LMG08-01,486.0,46.0,12.0,2008-01-20 09:22:00,300.100,300.946,99.723,-66.50514,-69.86668,0.5,67.0,1.8,68.2,0.2,18.8,,18.9,,2008,1,0
6106,13787,LMG08-01,486.0,46.0,13.0,2008-01-20 09:22:00,300.100,300.946,99.723,-66.50514,-69.86668,1.0,54.8,1.7,64.6,0.2,17.9,,18.2,,2008,1,0
6107,13788,LMG08-01,486.0,46.0,14.0,2008-01-20 09:22:00,300.100,300.946,99.723,-66.50514,-69.86668,5.0,33.0,1.6,63.9,0.2,17.0,,17.2,,2008,1,0
6108,13789,LMG08-01,486.0,46.0,16.0,2008-01-20 09:22:00,300.100,300.946,99.723,-66.50514,-69.86668,10.0,22.2,1.6,64.8,0.2,16.9,,17.1,,2008,1,0
6109,13790,LMG08-01,486.0,46.0,18.0,2008-01-20 09:22:00,300.100,300.946,99.723,-66.50514,-69.86668,25.0,10.9,1.7,-999.0,-999.0,-999.0,,-999.0,,2008,1,0
6110,13791,LMG08-01,486.0,46.0,22.0,2008-01-20 09:22:00,300.100,300.946,99.723,-66.50514,-69.86668,50.0,5.0,1.6,62.6,0.2,16.9,,17.1,,2008,1,0
6111,13792,LMG08-01,486.0,46.0,24.0,2008-01-20 09:22:00,300.100,300.946,99.723,-66.50514,-69.86668,100.0,2.0,1.6,63.3,0.3,17.0,,17.2,,2008,1,0
6112,13793,LMG08-01,494.0,47.0,2.0,2008-01-20 15:57:00,300.800,299.988,80.065,-66.63441999999999,-69.55481999999999,,392.1,2.3,108.0,0.1,23.6,,23.7,,2008,1,0
6113,13794,LMG08-01,494.0,47.0,4.0,2008-01-20 15:57:00,300.800,299.988,80.065,-66.63441999999999,-69.55481999999999,,300.2,2.3,99.2,0.1,24.2,,24.3,,2008,1,0
6114,13795,LMG08-01,494.0,47.0,6.0,2008-01-20 15:57:00,300.800,299.988,80.065,-66.63441999999999,-69.55481999999999,,199.3,2.2,90.9,0.1,24.5,,24.6,,2008,1,0
6115,13796,LMG08-01,494.0,47.0,8.0,2008-01-20 15:57:00,300.800,299.988,80.065,-66.63441999999999,-69.55481999999999,,160.2,2.3,79.8,0.1,25.0,,25.1,,2008,1,0
6116,13797,LMG08-01,494.0,47.0,11.0,2008-01-20 15:57:00,300.800,299.988,80.065,-66.63441999999999,-69.55481999999999,0.5,88.1,2.2,79.2,0.2,22.6,,22.7,,2008,1,0
6117,13798,LMG08-01,494.0,47.0,12.0,2008-01-20 15:57:00,300.800,299.988,80.065,-66.63441999999999,-69.55481999999999,1.0,71.5,2.1,80.5,-999.0,-999.0,,22.4,,2008,1,0
6118,13799,LMG08-01,494.0,47.0,14.0,2008-01-20 15:57:00,300.800,299.988,80.065,-66.63441999999999,-69.55481999999999,5.0,43.2,1.7,61.3,0.2,17.6,,17.8,,2008,1,0
6119,13800,LMG08-01,494.0,47.0,16.0,2008-01-20 15:57:00,300.800,299.988,80.065,-66.63441999999999,-69.55481999999999,10.0,28.3,1.5,59.3,0.2,15.2,,15.5,,2008,1,0
6120,13801,LMG08-01,494.0,47.0,19.0,2008-01-20 15:57:00,300.800,299.988,80.065,-66.63441999999999,-69.55481999999999,25.0,13.7,1.6,57.3,0.3,16.9,,17.2,,2008,1,0
6121,13802,LMG08-01,494.0,47.0,22.0,2008-01-20 15:57:00,300.800,299.988,80.065,-66.63441999999999,-69.55481999999999,50.0,3.7,1.6,58.0,0.3,16.6,,16.9,,2008,1,0
6122,13803,LMG08-01,494.0,47.0,24.0,2008-01-20 15:57:00,300.800,299.988,80.065,-66.63441999999999,-69.55481999999999,100.0,1.8,1.5,56.4,0.3,15.5,,15.8,,2008,1,0
6123,13804,LMG08-01,505.0,48.0,2.0,2008-01-20 20:28:00,300.600,299.976,59.87,-66.76309,-69.2397,,197.6,2.2,93.4,0.1,23.6,,23.8,,2008,1,0
6124,13805,LMG08-01,505.0,48.0,4.0,2008-01-20 20:28:00,300.600,299.976,59.87,-66.76309,-69.2397,,149.7,2.2,89.4,0.2,23.6,,23.8,,2008,1,0
6125,13806,LMG08-01,505.0,48.0,6.0,2008-01-20 20:28:00,300.600,299.976,59.87,-66.76309,-69.2397,,125.9,2.2,83.5,0.1,23.2,,23.3,,2008,1,0
6126,13807,LMG08-01,505.0,48.0,8.0,2008-01-20 20:28:00,300.600,299.976,59.87,-66.76309,-69.2397,,100.6,1.9,85.0,0.2,19.7,,19.9,,2008,1,0
6127,13808,LMG08-01,505.0,48.0,10.0,2008-01-20 20:28:00,300.600,299.976,59.87,-66.76309,-69.2397,,71.1,2.0,72.3,0.4,20.5,,20.9,,2008,1,0
6128,13809,LMG08-01,505.0,48.0,12.0,2008-01-20 20:28:00,300.600,299.976,59.87,-66.76309,-69.2397,0.5,59.8,1.8,68.6,0.3,17.0,,17.3,,2008,1,0
6129,13810,LMG08-01,505.0,48.0,14.0,2008-01-20 20:28:00,300.600,299.976,59.87,-66.76309,-69.2397,1.0,48.0,1.7,64.3,0.2,18.2,,18.5,,2008,1,0
6130,13811,LMG08-01,505.0,48.0,16.0,2008-01-20 20:28:00,300.600,299.976,59.87,-66.76309,-69.2397,5.0,24.3,1.6,63.5,0.3,16.1,,16.4,,2008,1,0
6131,13812,LMG08-01,505.0,48.0,18.0,2008-01-20 20:28:00,300.600,299.976,59.87,-66.76309,-69.2397,10.0,16.1,1.4,64.6,0.3,13.4,,13.8,,2008,1,0
6132,13813,LMG08-01,505.0,48.0,20.0,2008-01-20 20:28:00,300.600,299.976,59.87,-66.76309,-69.2397,25.0,9.4,1.3,65.9,0.3,12.4,,12.7,,2008,1,0
6133,13814,LMG08-01,505.0,48.0,22.0,2008-01-20 20:28:00,300.600,299.976,59.87,-66.76309,-69.2397,50.0,4.6,1.2,63.3,0.3,11.1,,11.4,,2008,1,0
6134,13815,LMG08-01,505.0,48.0,24.0,2008-01-20 20:28:00,300.600,299.976,59.87,-66.76309,-69.2397,100.0,1.5,1.3,66.4,0.3,12.5,,12.8,,2008,1,0
6135,13816,LMG08-01,511.0,49.0,2.0,2008-01-20 22:35:00,300.400,299.935,39.919,-66.89115,-68.92126999999999,,651.4,2.2,107.0,0.2,23.4,,23.6,,2008,1,0
6136,13817,LMG08-01,511.0,49.0,4.0,2008-01-20 22:35:00,300.400,299.935,39.919,-66.89115,-68.92126999999999,,450.5,2.2,94.2,0.1,22.2,,22.3,,2008,1,0
6137,13818,LMG08-01,511.0,49.0,6.0,2008-01-20 22:35:00,300.400,299.935,39.919,-66.89115,-68.92126999999999,,300.4,2.3,99.2,0.1,23.2,,23.4,,2008,1,0
6138,13819,LMG08-01,511.0,49.0,8.0,2008-01-20 22:35:00,300.400,299.935,39.919,-66.89115,-68.92126999999999,,200.9,2.2,87.4,0.1,22.2,,22.3,,2008,1,0
6139,13820,LMG08-01,511.0,49.0,10.0,2008-01-20 22:35:00,300.400,299.935,39.919,-66.89115,-68.92126999999999,,91.1,1.9,72.1,0.3,18.9,,19.2,,2008,1,0
6140,13821,LMG08-01,511.0,49.0,12.0,2008-01-20 22:35:00,300.400,299.935,39.919,-66.89115,-68.92126999999999,0.5,55.9,1.9,73.3,0.3,18.5,,18.8,,2008,1,0
6141,13822,LMG08-01,511.0,49.0,14.0,2008-01-20 22:35:00,300.400,299.935,39.919,-66.89115,-68.92126999999999,1.0,44.9,1.7,70.2,0.3,15.8,,16.1,,2008,1,0
6142,13823,LMG08-01,511.0,49.0,16.0,2008-01-20 22:35:00,300.400,299.935,39.919,-66.89115,-68.92126999999999,5.0,22.1,1.4,67.2,0.3,13.1,,13.4,,2008,1,0
6143,13824,LMG08-01,511.0,49.0,18.0,2008-01-20 22:35:00,300.400,299.935,39.919,-66.89115,-68.92126999999999,10.0,16.2,1.4,69.2,0.3,12.7,,13.0,,2008,1,0
6144,13825,LMG08-01,511.0,49.0,20.0,2008-01-20 22:35:00,300.400,299.935,39.919,-66.89115,-68.92126999999999,25.0,7.6,1.4,66.8,0.3,11.9,,12.2,,2008,1,0
6145,13826,LMG08-01,511.0,49.0,22.0,2008-01-20 22:35:00,300.400,299.935,39.919,-66.89115,-68.92126999999999,50.0,3.8,1.4,68.2,0.3,12.3,,12.5,,2008,1,0
6146,13827,LMG08-01,511.0,49.0,24.0,2008-01-20 22:35:00,300.400,299.935,39.919,-66.89115,-68.92126999999999,100.0,1.2,1.3,60.3,0.3,12.1,,12.4,,2008,1,0
6147,13828,LMG08-01,516.0,50.0,2.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,467.9,2.2,109.0,0.2,20.6,,20.8,,2008,1,0
6148,13829,LMG08-01,516.0,50.0,4.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,421.1,2.2,100.8,0.1,20.3,,20.4,,2008,1,0
6149,13830,LMG08-01,516.0,50.0,6.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,273.2,2.3,97.3,0.1,20.2,,20.3,,2008,1,0
6150,13831,LMG08-01,516.0,50.0,8.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,270.2,2.2,97.4,0.1,20.7,,20.8,,2008,1,0
6151,13832,LMG08-01,516.0,50.0,10.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,201.9,2.3,96.5,0.1,21.0,,21.1,,2008,1,0
6152,13833,LMG08-01,516.0,50.0,12.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,150.6,2.3,92.0,0.2,21.4,,21.5,,2008,1,0
6153,13834,LMG08-01,516.0,50.0,14.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,129.0,2.3,89.2,0.1,21.0,,21.0,,2008,1,0
6154,13835,LMG08-01,516.0,50.0,16.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,102.8,2.2,83.4,0.2,19.7,,20.0,,2008,1,0
6155,13836,LMG08-01,516.0,50.0,18.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,89.7,2.1,77.0,0.3,22.6,,22.9,,2008,1,0
6156,13837,LMG08-01,516.0,50.0,19.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,81.0,2.0,67.4,0.4,21.9,,22.3,,2008,1,0
6157,13838,LMG08-01,516.0,50.0,20.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,69.6,1.8,58.5,0.1,20.5,,20.7,,2008,1,0
6158,13839,LMG08-01,516.0,50.0,21.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,59.5,1.8,64.7,0.2,23.9,,24.1,,2008,1,0
6159,13840,LMG08-01,516.0,50.0,22.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,50.7,1.8,67.0,0.2,23.7,,23.9,,2008,1,0
6160,13841,LMG08-01,516.0,50.0,24.0,2008-01-21 06:21:00,300.100,299.884,99.966,-66.50514,-69.86668,,39.1,1.7,65.1,0.2,23.4,,23.7,,2008,1,0
6161,13842,LMG08-01,522.0,51.0,2.0,2008-01-21 22:06:00,notFound,200.078,259.984,-66.035,-73.894,,3640.6,2.2,146.0,0.1,30.3,,30.4,,2008,1,0
6162,13843,LMG08-01,522.0,51.0,4.0,2008-01-21 22:06:00,notFound,200.078,259.984,-66.035,-73.894,,3000.2,2.2,136.0,0.1,30.0,,30.1,,2008,1,0
6163,13844,LMG08-01,522.0,51.0,6.0,2008-01-21 22:06:00,notFound,200.078,259.984,-66.035,-73.894,,1000.9,2.1,97.2,0.1,29.3,,29.4,,2008,1,0
6164,13845,LMG08-01,522.0,51.0,8.0,2008-01-21 22:06:00,notFound,200.078,259.984,-66.035,-73.894,,301.6,2.3,77.7,0.1,31.8,,31.9,,2008,1,0
6165,13846,LMG08-01,522.0,51.0,10.0,2008-01-21 22:06:00,notFound,200.078,259.984,-66.035,-73.894,0.5,77.7,2.0,41.0,0.4,27.2,,27.5,,2008,1,0
6166,13847,LMG08-01,522.0,51.0,12.0,2008-01-21 22:06:00,notFound,200.078,259.984,-66.035,-73.894,1.0,66.3,1.9,39.5,0.4,26.3,,26.7,,2008,1,0
6167,13848,LMG08-01,522.0,51.0,14.0,2008-01-21 22:06:00,notFound,200.078,259.984,-66.035,-73.894,,55.3,1.9,37.1,0.4,24.8,,25.2,,2008,1,0
6168,13849,LMG08-01,522.0,51.0,16.0,2008-01-21 22:06:00,notFound,200.078,259.984,-66.035,-73.894,5.0,35.7,1.6,34.0,0.3,22.9,,23.2,,2008,1,0
6169,13850,LMG08-01,522.0,51.0,18.0,2008-01-21 22:06:00,notFound,200.078,259.984,-66.035,-73.894,10.0,26.5,1.6,32.8,0.4,22.5,,22.9,,2008,1,0
6170,13851,LMG08-01,522.0,51.0,20.0,2008-01-21 22:06:00,notFound,200.078,259.984,-66.035,-73.894,25.0,10.2,1.6,31.8,0.4,22.4,,22.8,,2008,1,0
6171,13852,LMG08-01,522.0,51.0,22.0,2008-01-21 22:06:00,notFound,200.078,259.984,-66.035,-73.894,50.0,3.4,1.6,32.0,0.4,22.5,,22.8,,2008,1,0
6172,13853,LMG08-01,522.0,51.0,24.0,2008-01-21 22:06:00,notFound,200.078,259.984,-66.035,-73.894,100.0,5.1,1.6,31.8,0.3,22.5,,22.9,,2008,1,0
6173,13854,LMG08-01,531.0,52.0,2.0,2008-01-22 11:57:00,notFound,200.571,239.97,-66.169,-73.601,,453.0,2.2,84.7,0.1,30.5,,30.6,,2008,1,0
6174,13855,LMG08-01,531.0,52.0,4.0,2008-01-22 11:57:00,notFound,200.571,239.97,-66.169,-73.601,,306.1,2.3,78.8,0.2,31.4,,31.6,,2008,1,0
6175,13856,LMG08-01,531.0,52.0,6.0,2008-01-22 11:57:00,notFound,200.571,239.97,-66.169,-73.601,,191.3,2.4,74.2,0.1,32.0,,32.1,,2008,1,0
6176,13857,LMG08-01,531.0,52.0,7.0,2008-01-22 11:57:00,notFound,200.571,239.97,-66.169,-73.601,,94.6,2.0,45.8,0.3,26.9,,27.2,,2008,1,0
6177,13858,LMG08-01,531.0,52.0,11.0,2008-01-22 11:57:00,notFound,200.571,239.97,-66.169,-73.601,0.5,71.0,1.9,38.5,0.4,25.1,,25.4,,2008,1,0
6178,13859,LMG08-01,531.0,52.0,12.0,2008-01-22 11:57:00,notFound,200.571,239.97,-66.169,-73.601,1.0,60.0,1.8,36.3,0.3,23.7,,24.1,,2008,1,0
6179,13860,LMG08-01,531.0,52.0,14.0,2008-01-22 11:57:00,notFound,200.571,239.97,-66.169,-73.601,5.0,34.5,1.6,31.6,0.4,21.9,,22.3,,2008,1,0
6180,13861,LMG08-01,531.0,52.0,16.0,2008-01-22 11:57:00,notFound,200.571,239.97,-66.169,-73.601,10.0,24.6,1.6,32.0,0.4,21.9,,22.3,,2008,1,0
6181,13862,LMG08-01,531.0,52.0,19.0,2008-01-22 11:57:00,notFound,200.571,239.97,-66.169,-73.601,25.0,11.3,1.6,31.3,0.4,22.0,,22.3,,2008,1,0
6182,13863,LMG08-01,531.0,52.0,22.0,2008-01-22 11:57:00,notFound,200.571,239.97,-66.169,-73.601,50.0,5.9,1.6,31.1,0.3,22.0,,22.4,,2008,1,0
6183,13864,LMG08-01,531.0,52.0,24.0,2008-01-22 11:57:00,notFound,200.571,239.97,-66.169,-73.601,100.0,0.8,1.6,31.6,0.3,22.0,,22.4,,2008,1,0
6184,13865,LMG08-01,532.0,53.0,2.0,2008-01-22 13:50:00,notFound,200.043,239.977,-66.172,-73.61,,1478.0,2.1,111.0,0.2,29.2,,29.4,,2008,1,0
6185,13866,LMG08-01,532.0,53.0,16.0,2008-01-22 13:50:00,notFound,200.043,239.977,-66.172,-73.61,,790.2,2.1,93.2,0.1,29.2,,29.3,,2008,1,0
6186,13867,LMG08-01,532.0,53.0,18.0,2008-01-22 13:50:00,notFound,200.043,239.977,-66.172,-73.61,,693.2,2.2,88.3,0.1,29.4,,29.5,,2008,1,0
6187,13868,LMG08-01,532.0,53.0,20.0,2008-01-22 13:50:00,notFound,200.043,239.977,-66.172,-73.61,,592.9,2.2,87.5,0.2,30.3,,30.5,,2008,1,0
6188,13869,LMG08-01,532.0,53.0,22.0,2008-01-22 13:50:00,notFound,200.043,239.977,-66.172,-73.61,,492.3,2.2,84.8,0.2,30.3,,30.5,,2008,1,0
6189,13870,LMG08-01,532.0,53.0,24.0,2008-01-22 13:50:00,notFound,200.043,239.977,-66.172,-73.61,,401.5,2.3,78.8,0.1,30.7,,30.8,,2008,1,0
