"studyName","Date","Chlorophyll a (µg/l)"
"PAL-LTER Derived Datasets",2012-10-27,0.56531
"PAL-LTER Derived Datasets",2012-11-02,0.82966
"PAL-LTER Derived Datasets",2012-11-16,15.40571
"PAL-LTER Derived Datasets",2012-11-23,10.04543
"PAL-LTER Derived Datasets",2012-11-30,49.37311
"PAL-LTER Derived Datasets",2012-12-06,38.96164
"PAL-LTER Derived Datasets",2012-12-13,14.72246
"PAL-LTER Derived Datasets",2012-12-21,0.56124
"PAL-LTER Derived Datasets",2012-12-29,0.26029
"PAL-LTER Derived Datasets",2013-01-05,1.02813
"PAL-LTER Derived Datasets",2013-01-14,7.16601
"PAL-LTER Derived Datasets",2013-01-19,0.89636
"PAL-LTER Derived Datasets",2013-01-26,2.05789
"PAL-LTER Derived Datasets",2013-02-01,2.26124
"PAL-LTER Derived Datasets",2013-02-08,1.16316
"PAL-LTER Derived Datasets",2013-02-14,1.83827
"PAL-LTER Derived Datasets",2013-02-21,1.43971
"PAL-LTER Derived Datasets",2013-02-28,2.24497
"PAL-LTER Derived Datasets",2013-03-07,2.1799
"PAL-LTER Derived Datasets",2013-03-15,2.44019
"PAL-LTER Derived Datasets",2013-03-23,0.89392
"PAL-LTER Derived Datasets",2013-03-29,0.44818
"PAL-LTER Derived Datasets",2013-04-05,0.308243724
"PAL-LTER Derived Datasets",2013-04-12,0.339278103
"PAL-LTER Derived Datasets",2013-04-20,0.44754842
"PAL-LTER Derived Datasets",2013-04-27,0.864529142
"PAL-LTER Derived Datasets",2013-05-03,0.992166778
"PAL-LTER Derived Datasets",2013-05-10,0.834428127
"PAL-LTER Derived Datasets",2013-05-17,1.205907316
"PAL-LTER Derived Datasets",2013-05-24,0.808993937
"PAL-LTER Derived Datasets",2013-05-31,0.448248443
"PAL-LTER Derived Datasets",2013-06-08,0.241974823
"PAL-LTER Derived Datasets",2013-06-14,0.139538037
"PAL-LTER Derived Datasets",2013-06-21,0.18107277
"PAL-LTER Derived Datasets",2013-06-28,0.115503893
"PAL-LTER Derived Datasets",2013-07-05,0.171972464
"PAL-LTER Derived Datasets",2013-07-12,0.092169774
"PAL-LTER Derived Datasets",2013-07-19,0.080269372
"PAL-LTER Derived Datasets",2013-07-26,0.068018959
"PAL-LTER Derived Datasets",2013-08-02,0.140238061
"PAL-LTER Derived Datasets",2013-08-09,0.065102195
"PAL-LTER Derived Datasets",2013-08-16,0.170572416
"PAL-LTER Derived Datasets",2013-08-23,0.084586185
"PAL-LTER Derived Datasets",2013-08-30,0.139188025
"PAL-LTER Derived Datasets",2013-09-07,-0.060085359
"PAL-LTER Derived Datasets",2013-09-13,0.193206513
"PAL-LTER Derived Datasets",2013-09-20,0.261808825
"PAL-LTER Derived Datasets",2013-09-27,0.191806466
"PAL-LTER Derived Datasets",2013-10-04,0.255975295
"PAL-LTER Derived Datasets",2013-10-11,0.321777513
"PAL-LTER Derived Datasets",2013-10-18,0.714724092
"PAL-LTER Derived Datasets",2013-10-25,2.826461943
"PAL-LTER Derived Datasets",2013-11-01,0.184572888
"PAL-LTER Derived Datasets",2013-11-08,0.136971284
"PAL-LTER Derived Datasets",2013-11-15,0.156805286
"PAL-LTER Derived Datasets",2013-11-22,0.173839193
"PAL-LTER Derived Datasets",2013-12-01,0.312677207
"PAL-LTER Derived Datasets",2013-12-04,0.0931
"PAL-LTER Derived Datasets",2013-12-06,1.092270152
"PAL-LTER Derived Datasets",2013-12-09,0.1514
"PAL-LTER Derived Datasets",2013-12-13,1.483583343
"PAL-LTER Derived Datasets",2013-12-17,0.7311
"PAL-LTER Derived Datasets",2013-12-20,0.1234
"PAL-LTER Derived Datasets",2013-12-25,0.0003
"PAL-LTER Derived Datasets",2013-12-29,7.550221174
"PAL-LTER Derived Datasets",2014-01-01,6.6207
"PAL-LTER Derived Datasets",2014-01-05,11.14134223
"PAL-LTER Derived Datasets",2014-01-06,21.6587
"PAL-LTER Derived Datasets",2014-01-10,10.60535749
"PAL-LTER Derived Datasets",2014-01-13,7.3829
"PAL-LTER Derived Datasets",2014-01-17,11.57349013
"PAL-LTER Derived Datasets",2014-01-22,10.2577
"PAL-LTER Derived Datasets",2014-01-25,6.52188651
"PAL-LTER Derived Datasets",2014-01-28,4.1978
"PAL-LTER Derived Datasets",2014-02-04,3.6588
"PAL-LTER Derived Datasets",2014-02-08,5.902598968
"PAL-LTER Derived Datasets",2014-02-11,5.2268
"PAL-LTER Derived Datasets",2014-02-15,1.294810313
"PAL-LTER Derived Datasets",2014-02-18,0.6125
"PAL-LTER Derived Datasets",2014-02-21,0.93033136
"PAL-LTER Derived Datasets",2014-02-25,2.4256
"PAL-LTER Derived Datasets",2014-03-01,2.90579795
"PAL-LTER Derived Datasets",2014-03-03,1.8784
"PAL-LTER Derived Datasets",2014-03-07,0.444981666
"PAL-LTER Derived Datasets",2014-03-11,0.6044
"PAL-LTER Derived Datasets",2014-03-14,0.923
"PAL-LTER Derived Datasets",2014-03-18,0.3365
"PAL-LTER Derived Datasets",2014-03-21,0.466
"PAL-LTER Derived Datasets",2014-03-28,0.312
"PAL-LTER Derived Datasets",2014-04-04,0.189
"PAL-LTER Derived Datasets",2014-04-11,0.39
"PAL-LTER Derived Datasets",2014-04-18,0.348
"PAL-LTER Derived Datasets",2014-04-25,0.386
"PAL-LTER Derived Datasets",2014-05-02,0.374
"PAL-LTER Derived Datasets",2014-05-09,0.273
"PAL-LTER Derived Datasets",2014-05-16,0.195
"PAL-LTER Derived Datasets",2014-05-23,0.202
"PAL-LTER Derived Datasets",2014-05-30,0.118
"PAL-LTER Derived Datasets",2014-06-06,0.23
"PAL-LTER Derived Datasets",2014-06-13,0.132
"PAL-LTER Derived Datasets",2014-06-20,0.139
"PAL-LTER Derived Datasets",2014-06-27,0.097
"PAL-LTER Derived Datasets",2014-07-04,0.132
"PAL-LTER Derived Datasets",2014-07-11,0.069
"PAL-LTER Derived Datasets",2014-07-18,0.083
"PAL-LTER Derived Datasets",2014-07-25,0.081
"PAL-LTER Derived Datasets",2014-08-02,0.079
"PAL-LTER Derived Datasets",2014-08-08,0.09
"PAL-LTER Derived Datasets",2014-08-15,-0.015
"PAL-LTER Derived Datasets",2014-08-22,0.098
"PAL-LTER Derived Datasets",2014-08-29,0.117
"PAL-LTER Derived Datasets",2014-09-05,0.184
"PAL-LTER Derived Datasets",2014-09-12,0.139
"PAL-LTER Derived Datasets",2014-09-19,0.164
"PAL-LTER Derived Datasets",2014-09-26,0.176
"PAL-LTER Derived Datasets",2014-10-07,0.215
"PAL-LTER Derived Datasets",2014-10-14,0.35
"PAL-LTER Derived Datasets",2014-10-21,0.153
"PAL-LTER Derived Datasets",2014-10-28,0.226
"PAL-LTER Derived Datasets",2014-11-04,0.307
"PAL-LTER Derived Datasets",2014-11-11,0.373
"PAL-LTER Derived Datasets",2014-11-18,0.208
"PAL-LTER Derived Datasets",2014-11-25,0.575
"PAL-LTER Derived Datasets",2014-12-02,2.191
"PAL-LTER Derived Datasets",2014-12-09,29.732
"PAL-LTER Derived Datasets",2014-12-18,0.205
"PAL-LTER Derived Datasets",2014-12-25,-0.002
"PAL-LTER Derived Datasets",2015-01-01,1.237
"PAL-LTER Derived Datasets",2015-01-08,7.574
"PAL-LTER Derived Datasets",2015-01-15,8.975
"PAL-LTER Derived Datasets",2015-01-22,18.306
"PAL-LTER Derived Datasets",2015-01-29,1.408
"PAL-LTER Derived Datasets",2015-02-05,0.891
"PAL-LTER Derived Datasets",2015-02-12,2.05
"PAL-LTER Derived Datasets",2015-02-19,2.746
"PAL-LTER Derived Datasets",2015-02-26,2.761
"PAL-LTER Derived Datasets",2015-03-05,1.913
"PAL-LTER Derived Datasets",2015-03-12,1.424
"PAL-LTER Derived Datasets",2015-03-19,0.474
